,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,SCHOOL_GRADE,HEALTHCARE_COST,PERCENT_FOOD_INSECURE,CHILD_MORTALITY_RATE,MENTAL_DISTRESS,CHILDREN_UNINSURED,DISCONNECTED_YOUTH,DAILY_POLLUTION,WATER_VIOLATION,HOUSING_PROBLEMS,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,CHANGE_IN_FAM_WITH_KIDS,INCOME_AS_PERCENT_OF_STATE,UNEMPLOYMENT,MORTGAGE_INCOME_RATIO,RENT_INCOME_RATIO,HEALTHCARE_INCOME_RATIO,DOCTORS,EXERCISE_ACCESS,FOOD_ENVIRONMENT_INDEX,CIVIC_ASSOCIATIONS,CRIME_RATE,zFAMKIDSCHANGE,zPERCENT_WITH_KIDS,zBIRTHS_PER_CAPITA,zAVG_NETMIG,zPOP_CHANGE,zINCOME_AS_PERCENT_OF_STATE,zPERCENTAGE_IN_POVERTY,zPERCENT_W_HEALTH_INSURANCE,zUNEMPLOYMENT,zBACHELORS_DEGREE,zMORTGAGE_INCOME_RATIO,zRENT_INCOME_RATIO,zHEALTHCARE_INCOME_RATIO,zDOCTORS,zEXERCISE_ACCESS,zFOOD_ENVIRONMENT_INDEX,zCIVIC_ASSOCIATIONS,zCRIME_RATE,zDAILY_POLLUTION,zWATER_VIOLATION,zCHILD_MORTALITY_RATE,zCHILDREN_UNINSURED,zDISCONNECTED_YOUTH,zHOUSING_PROBLEMS,zSCORE_TOTAL
657,50,2,3,17,97,Illinois,"Lake County, Illinois",3.8,9832,8,35,10,4,10,11.7,0,18,703047,-5.437931711,-0.001847098,0.01105616,78026,90,7.4,36.9,43.2,2117,1069,31.3,28.4,-0.092651757,137.9,5.2,36.85687293,72.98971001,7.935673306,46,97,8.7,516,154,-0.155613073,1.475459766,-0.462614663,-1.192992182,-0.935056198,1.461049807,0.732461202,0.407069491,-0.210547165,1.338293945,-0.262475467,1.155953289,0.938913718,-0.278426916,1.121488705,1.420474726,0.375288952,0.870373558,-1.244247029,-0.628395541,0.990243921,0.696684799,0.724997748,-0.117242562,0.384762538
221,50,4,9,6,61,California,"Placer County, California",3.8,7572,13,30,10,4,10,8.7,0,20,380531,11.3765949,0.086505022,0.009736395,73948,91.1,6.3,30.6,36.4,2154,1303,25.7,23.2,-0.097276265,118.2,4.4,34.33054782,56.75211051,9.766353968,18,92,8.1,286,176,-0.232295147,0.2655479,-1.063675208,0.915263846,0.601076914,0.590608824,0.986145198,0.648262483,0.297812709,0.651027307,-0.709290966,-0.576662516,1.907017411,-0.372063574,0.691449701,0.797059967,-0.173611392,0.769553207,0.634290207,-0.628395541,1.311401134,0.696684799,0.724997748,-0.546519402,0.383220919
1912,50,1,2,36,103,New York,"Suffolk County, New York",4,10444,6,32,10,3,11,8.6,0,23,1492583,-2.5663688,-0.001447737,0.010348503,88663,91.6,4.8,32.1,34,2734,1544,28.7,25.1,-0.12543554,144.1,4.3,32.42977323,57.4242228,8.489388145,30,94,9.2,977,130,-0.699223003,0.553622153,-0.784902875,-0.832946969,-0.928112713,1.7349957,1.33207792,0.75789566,0.361357693,0.408462611,-1.045469212,-0.504945488,1.231730151,-0.331933578,0.863465303,1.939987026,1.475476164,0.980359396,0.696908114,-0.628395541,1.182938249,1.068929925,0.499019372,-1.190434662,0.381272041
1221,50,3,5,24,17,Maryland,"Charles County, Maryland",3.4,9033,12,45,10,3,14,9.2,0,14,157705,5.689764656,0.071744094,0.011730763,90607,94.7,6,34.2,27.4,2121,1487,25.1,22.9,-0.087649402,116,4.2,42.71900047,60.9327505,10.03065423,13,80,8.1,96,374,-0.072665664,0.956926109,-0.155380233,0.202231929,0.34443621,0.493402217,1.055331742,1.437621363,0.424902677,-0.258590303,0.774322778,-0.130571767,2.046785129,-0.388784406,-0.34064391,0.797059967,-0.627050807,-0.137829953,0.321200667,-0.628395541,0.347929495,1.068929925,-0.178915753,0.741311119,0.379215588
1920,50,1,2,36,119,New York,"Westchester County, New York",4,10316,9,31,10,3,12,10.1,0,25,974542,0.816557657,0.02519914,0.010791736,83958,90.4,6.9,32.4,46.7,3289,1364,25,24.1,-0.036,140.9,4.2,25.52690787,61.55278592,8.138730072,18,99,9,816,237,0.783767768,0.611237004,-0.58304128,-0.408785453,-0.464817094,1.593604271,0.847772109,0.494776034,0.424902677,1.692034127,-2.266336319,-0.064411546,1.046294546,-0.372063574,1.293504307,1.732182106,1.091245923,0.49000587,-0.242360503,-0.628395541,1.247169691,1.068929925,0.273040997,-1.619711503,0.376910438
1817,50,1,2,34,25,New Jersey,"Monmouth County, New Jersey",3.8,10264,9,28,10,5,9,9.5,0,21,625846,-2.071360369,-0.007837791,0.00928663,85242,90.9,5.3,30.4,42.5,2578,1238,26.9,23.9,-0.111524164,119.9,4.4,33.0651668,68.8546042,8.304601425,518,96,8.6,527,162,-0.468549132,0.227137999,-1.268511673,-0.77088132,-1.039213313,0.665723021,1.216767012,0.604409211,0.297812709,1.267545909,-0.933091081,0.714721217,1.13401092,1.300019607,1.035480904,1.316572266,0.401540707,0.833711612,0.133346944,-0.628395541,1.439864019,0.324439673,0.950976123,-0.761157822,0.374898935
665,50,2,3,17,113,Illinois,"McLean County, Illinois",3.8,8331,12,59,10,3,5,10.5,0,13,172418,-2.870563933,0.015077389,0.011350323,62211,94,6.8,28.4,44,1399,780,22,21,-0.045454545,110.4,5.1,44.46819157,79.75769231,7.467330205,97,83,7.5,207,317,0.626995606,-0.156961006,-0.328644014,-0.871087872,-0.640798801,0.245967217,0.87083429,1.284134914,-0.147002181,1.419148844,1.08369139,1.878123651,0.691243715,-0.107874432,-0.082620507,0.173645207,-0.362146728,0.123386411,-0.492832135,-0.628395541,-0.551310701,1.068929925,1.854889624,0.955949539,0.371115737
271,50,4,8,8,41,Colorado,"El Paso County, Colorado",3.4,8368,15,50,10,5,13,6.7,0,16,688284,7.347066041,0.097829173,0.013975336,58206,89.1,8.4,32.5,35.9,1489,976,23.9,23.1,-0.033472803,93.9,3.8,39.09066488,59.63729508,6.955617696,24,94,7,596,380,0.825672919,0.630441955,0.866865599,0.410029372,0.797964134,-0.483082337,0.501839387,0.209729771,0.679082614,0.600492995,0.132601501,-0.268801961,0.420639027,-0.351998576,0.863465303,-0.345867093,0.566210811,-0.165326413,1.886648364,-0.628395541,0.026772282,0.324439673,0.047062622,0.312034279,0.368996358
1243,50,1,1,25,9,Massachusetts,"Essex County, Massachusetts",3.4,9285,9,31,12,2,11,9.4,0,19,779018,4.867973742,0.044694176,0.010934279,69068,96.2,8.6,29.7,37.5,2177,1076,21.8,20,-0.082568807,96.6,3.8,31.72622876,64.18959108,7.438360089,55,97,8.6,692,382,0.011579095,0.092703347,-0.518122924,0.099193307,-0.125866877,-0.363783319,0.455715024,1.766520897,0.679082614,0.762202793,-1.169900772,0.216945947,0.675923688,-0.248329419,1.121488705,1.316572266,0.795317041,-0.174491899,0.195964852,-0.628395541,1.247169691,1.441175051,0.499019372,-0.331880982,0.367139022
2355,50,1,1,44,9,Rhode Island,"Washington County, Rhode Island",3.8,8655,12,27,11,3,5,7.6,0,15,126288,0.384710995,-0.006287032,0.00701571,72807,94.4,5.5,24.9,44.1,1956,1050,21.4,18.2,-0.14953271,125.6,4.8,37.22239264,69.34,8.412520509,13,88,7.7,146,77,-1.098794367,-0.829134265,-2.302756719,-0.462931689,-1.012251059,0.917576503,1.17064265,1.371841456,0.043632772,1.429255706,-0.197828256,0.76651486,1.191080875,-0.388784406,0.347418497,0.381450127,-0.507724645,1.223244787,1.323087193,-0.628395541,1.504095462,1.068929925,1.854889624,0.526672699,0.361744684
191,50,4,9,6,1,California,"Alameda County, California",3.6,8395,15,35,9,4,12,9,1,24,1647704,8.22261791,0.088561249,0.012149027,75619,89.9,8.5,31.2,43,2542,1367,22.6,23,0.017699115,126.3,4.2,29.74783635,55.31748354,9.007838186,0,100,7.7,1047,720,1.674188868,0.380777601,0.035109731,0.519808705,0.63682748,0.948505878,0.478777206,0.385142856,0.424902677,1.318080221,-1.519806802,-0.729742863,1.505897792,-0.432258569,1.379512108,0.381450127,1.64253279,-1.723459112,0.446436483,1.588552704,0.990243921,0.696684799,0.273040997,-1.405073083,0.361199122
1736,50,2,4,31,109,Nebraska,"Lancaster County, Nebraska",3.8,8509,14,44,9,4,6,9.7,0,15,309637,6.002778619,0.081909188,0.013128276,51830,90.3,9.3,28,36.7,1305,729,21.9,19.1,-0.127853881,98.8,2.9,39.7164751,71.09739369,6.091240507,22,96,7.7,383,343,-0.739323139,-0.233780807,0.481089082,0.241478563,0.521171499,-0.266576712,0.294279754,0.472849398,1.250987472,0.681347894,0.243284684,0.954035687,-0.036462403,-0.358686909,1.035480904,0.381450127,0.057881361,0.004235087,0.008111128,-0.628395541,0.412160938,0.696684799,1.628911249,0.526672699,0.359012276
1936,50,3,5,37,25,North Carolina,"Cabarrus County, North Carolina",3.6,9666,14,44,11,5,16,10.4,0,15,201590,15.3067788,0.128843494,0.012098814,54720,87.1,9.4,36.3,27.2,1327,823,25,26.1,0.044,120.9,4.5,41.23587038,66.48845687,5.661097645,38,80,7.5,207,113,2.110301511,1.360230064,0.012241226,1.40804215,1.337194267,0.709907842,0.271217572,-0.22880294,0.234267724,-0.278804028,0.512010731,0.462243979,-0.26393129,-0.305180247,-0.34064391,0.173645207,-0.362146728,1.058266031,-0.430214227,-0.628395541,0.412160938,0.324439673,-0.630872504,0.526672699,0.350967206
2248,50,4,9,41,5,Oregon,"Clackamas County, Oregon",3.6,7084,13,35,11,5,14,9.6,0,19,408062,10.73614978,0.082590713,0.010344016,65965,90.4,6.5,29.1,33.1,1840,1037,23.4,21.4,-0.085470085,128.6,4.4,35.85054348,63.61137898,9.311514009,30,92,8,360,96,-0.036528945,-0.022526354,-0.78694639,0.834962907,0.533020825,1.050130967,0.940020835,0.494776034,0.297812709,0.31750085,-0.440458733,0.155248439,1.666488162,-0.331933578,0.691449701,0.693157507,0.002991327,1.136172666,0.070729036,-0.628395541,0.990243921,0.324439673,-0.178915753,-0.331880982,0.350867601
2612,50,3,7,48,91,Texas,"Comal County, Texas",3.8,9597,14,56,10,12,12,9.6,0,14,134788,30.80800427,0.233260746,0.011848236,65833,84.7,6.5,29.5,33.4,1588,982,24.5,22.4,-0.085714286,122.8,3.6,41.45654912,67.03971487,6.85940476,7,85,7.5,128,273,-0.040578206,0.054293447,-0.101879508,3.351632523,3.15264361,0.793859003,0.940020835,-0.755042194,0.806172583,0.347821437,0.551040815,0.521065379,0.369759537,-0.408849404,0.089395094,0.173645207,-0.550682064,0.325027113,0.070729036,-0.628395541,-0.358616373,-2.281276208,0.273040997,0.741311119,0.350631903
3128,50,2,3,55,63,Wisconsin,"La Crosse County, Wisconsin",3.8,7765,12,32,10,3,4,9.4,0,14,118122,2.113932103,0.028184952,0.010616143,50539,93.5,6.7,25.9,30.9,1361,748,19.7,18.6,-0.055837563,92.5,3.7,37.1337252,67.56550802,6.50830424,4,90,8,159,140,0.454827809,-0.637084763,-0.663011596,-0.246116735,-0.412904309,-0.544941087,0.893896472,1.174501736,0.742627598,0.095149879,-0.213510318,0.577169578,0.184089957,-0.418881903,0.519434099,0.693157507,-0.476699843,0.934531963,0.195964852,-0.628395541,1.182938249,1.068929925,2.080867999,0.741311119,0.344619486
228,50,4,9,6,75,California,"San Francisco County, California",3.6,7381,16,39,9,4,9,8.2,1,27,870887,9.288939837,0.080818749,0.010635134,81294,91.5,7.8,16.5,53.8,3167,1558,12.4,12.5,0.008064516,140.4,3.3,25.66908746,52.17843389,11.0142532,425,100,7.5,751,793,1.51443111,-2.442350087,-0.654362525,0.653507362,0.502212594,1.57151186,0.640212476,0.735969025,0.996807535,2.409621353,-2.241189894,-1.064691821,2.566933626,0.989012135,1.379512108,0.173645207,0.936121912,-2.057999368,0.947379746,1.588552704,0.733318151,0.696684799,0.950976123,-2.048988343,0.342968482
3156,50,2,3,55,117,Wisconsin,"Sheboygan County, Wisconsin",3.6,7761,10,28,10,5,10,9.6,1,11,115427,-1.722845072,-0.000415674,0.010621432,53713,93.1,6.8,27,23.4,1252,658,21.8,19.4,-0.110091743,104.6,3.5,42.90175719,81.63069909,6.921073757,8,86,8.7,179,158,-0.444797197,-0.42583031,-0.660602827,-0.727183422,-0.910168761,-0.010304748,0.87083429,1.086795194,0.869717567,-0.662864796,0.806645829,2.077980849,0.402371442,-0.405505238,0.175402895,1.420474726,-0.428969379,0.852042585,0.070729036,1.588552704,1.439864019,0.324439673,0.724997748,1.385226379,0.340491111
886,50,2,4,19,163,Iowa,"Scott County, Iowa",3.4,8965,14,39,10,2,10,10.8,0,13,172474,2.165909755,0.040585953,0.012923687,55114,92,8.4,28.3,32.1,1237,715,19.3,18.8,-0.025906736,106,4.6,44.5545675,77.08251748,6.147946037,7,88,7.8,185,469,0.951130959,-0.176165956,0.387913118,-0.23959962,-0.197294448,0.051554002,0.501839387,0.845602203,0.17072274,0.216432227,1.098968167,1.592671962,-0.006475287,-0.408849404,0.347418497,0.485352587,-0.414650239,-0.573190561,-0.680685859,-0.628395541,0.733318151,1.441175051,0.724997748,0.955949539,0.339484129
2660,50,3,7,48,187,Texas,"Guadalupe County, Texas",3.4,10051,13,33,10,11,11,9.7,0,12,155265,20.19317133,0.171245587,0.011895791,62420,85,7.6,34.8,26.1,1441,898,28.8,25.6,-0.111111111,115.4,3.6,43.31714087,69.51002227,6.21011108,13,83,7.4,87,188,-0.461700022,1.072155811,-0.080221535,2.020712774,2.074417766,0.466891324,0.686336839,-0.689262287,0.806172583,-0.389979513,0.880112171,0.784656905,0.026398938,-0.388784406,-0.082620507,0.069742747,-0.648529516,0.714560288,0.008111128,-0.628395541,1.118706806,-1.909031082,0.499019372,1.170587959,0.336889328
2736,50,3,7,48,339,Texas,"Montgomery County, Texas",3.8,11786,15,44,10,10,15,11.4,0,16,556203,24.21220246,0.210929659,0.013252356,68838,83.3,9.4,35.8,32.2,1610,1030,27.8,26.7,-0.039568345,130.1,4.9,42.75652174,66.83300971,5.840509744,8,89,7.2,306,171,0.724598642,1.264205313,0.537598834,2.524631011,2.764384425,1.116408199,0.271217572,-1.062015092,-0.019912213,0.226539089,0.780958933,0.499009124,-0.169054276,-0.405505238,0.433426298,-0.138062173,-0.125880928,0.792466923,-1.056393306,-0.628395541,0.412160938,-1.536785956,-0.404894128,0.312034279,0.336571142
220,50,4,9,6,59,California,"Orange County, California",3.8,9993,11,29,10,6,10,10.9,1,28,3172532,2.210954158,0.051326414,0.012114299,76509,85.6,9.1,32.9,37.7,2539,1548,26.5,24.9,-0.060377358,121,4,30.13351713,49.4244186,7.65653521,446,99,8.6,1853,204,0.379550418,0.707261756,0.019293559,-0.233951817,-0.010555547,0.714326324,0.340404117,-0.557702474,0.551992646,0.782416517,-1.451593828,-1.358556097,0.791299431,1.059239629,1.293504307,1.316572266,3.566070518,0.641236396,-0.743303766,1.588552704,1.375632577,-0.047805453,0.724997748,-2.263626763,0.330291411
